season,fbdb_id,player,usfl_team,league,team_name,appearance
2014,fred-lauina-lauinfr01,Fred Lauina,TB,FBS,Oregon State,1
2015,fred-lauina-lauinfr01,Fred Lauina,TB,FBS,Oregon State,1
2016,fred-lauina-lauinfr01,Fred Lauina,TB,FBS,Oregon State,1
2017,fred-lauina-lauinfr01,Fred Lauina,TB,FBS,Oregon State,1
2018,fred-lauina-lauinfr01,Fred Lauina,TB,NFL,Cleveland,0
2019,fred-lauina-lauinfr01,Fred Lauina,TB,AAF,San Antonio,1
2020,fred-lauina-lauinfr01,Fred Lauina,TB,XFL,Los Angeles,1
2015,marquel-harrell-harrema01,Marquel Harrell,MI,FBS,Auburn,0
2016,marquel-harrell-harrema01,Marquel Harrell,MI,FBS,Auburn,1
2017,marquel-harrell-harrema01,Marquel Harrell,MI,FBS,Auburn,1
2018,marquel-harrell-harrema01,Marquel Harrell,MI,FBS,Auburn,1
2019,marquel-harrell-harrema01,Marquel Harrell,MI,FBS,Auburn,1
2020,marquel-harrell-harrema01,Marquel Harrell,MI,NFL,Buffalo,0
2021,marquel-harrell-harrema01,Marquel Harrell,MI,NFL,Carolina,0
2021,marquel-harrell-harrema01,Marquel Harrell,MI,NFL,Buffalo,0
2021,marquel-harrell-harrema01,Marquel Harrell,MI,NFL,Las Vegas,0
2015,daishawn-dixon-dixonda05,Daishawn Dixon,MI,FBS,San Diego State,0
2016,daishawn-dixon-dixonda05,Daishawn Dixon,MI,FBS,San Diego State,1
2017,daishawn-dixon-dixonda05,Daishawn Dixon,MI,FBS,San Diego State,1
2018,daishawn-dixon-dixonda05,Daishawn Dixon,MI,FBS,San Diego State,1
2019,daishawn-dixon-dixonda05,Daishawn Dixon,MI,FBS,San Diego State,1
2020,daishawn-dixon-dixonda05,Daishawn Dixon,MI,NFL,Baltimore,0
2014,damien-mama-mamada01,Damien Mama,TB,FBS,USC,1
2015,damien-mama-mamada01,Damien Mama,TB,FBS,USC,1
2016,damien-mama-mamada01,Damien Mama,TB,FBS,USC,1
2017,damien-mama-mamada01,Damien Mama,TB,NFL,NY Giants,0
2017,damien-mama-mamada01,Damien Mama,TB,NFL,Kansas City,0
2018,damien-mama-mamada01,Damien Mama,TB,NFL,Dallas,0
2018,damien-mama-mamada01,Damien Mama,TB,NFL,NY Giants,0
2019,damien-mama-mamada01,Damien Mama,TB,AAF,San Diego,1
2020,damien-mama-mamada01,Damien Mama,TB,XFL,Los Angeles,0
2020,damien-mama-mamada01,Damien Mama,TB,XFL,New York,1
2021,damien-mama-mamada01,Damien Mama,TB,TSL,Jousters,1
2015,paul-nosworthy-noswopa01,Paul Nosworthy,PHI,FCS,Grambling,1
2016,paul-nosworthy-noswopa01,Paul Nosworthy,PHI,FBS,Buffalo,0
2017,paul-nosworthy-noswopa01,Paul Nosworthy,PHI,FBS,Buffalo,1
2018,paul-nosworthy-noswopa01,Paul Nosworthy,PHI,FBS,Buffalo,1
2019,paul-nosworthy-noswopa01,Paul Nosworthy,PHI,FBS,Buffalo,1
2021,paul-nosworthy-noswopa01,Paul Nosworthy,PHI,TSL,Generals,1
2021,evan-heim-heimev01,Evan Heim,NJ,NFL,Detroit,0
2014,terronne-prescod-prescte01,Terronne Prescod,HOU,FBS,North Carolina State,0
2015,terronne-prescod-prescte01,Terronne Prescod,HOU,FBS,North Carolina State,1
2016,terronne-prescod-prescte01,Terronne Prescod,HOU,FBS,North Carolina State,1
2017,terronne-prescod-prescte01,Terronne Prescod,HOU,FBS,North Carolina State,1
2018,terronne-prescod-prescte01,Terronne Prescod,HOU,FBS,North Carolina State,1
2020,terronne-prescod-prescte01,Terronne Prescod,HOU,XFL,DC Defenders,1
2015,jon-dietzen-dietzjo01,Jon Dietzen,PIT,FBS,Wisconsin,0
2016,jon-dietzen-dietzjo01,Jon Dietzen,PIT,FBS,Wisconsin,1
2017,jon-dietzen-dietzjo01,Jon Dietzen,PIT,FBS,Wisconsin,1
2018,jon-dietzen-dietzjo01,Jon Dietzen,PIT,FBS,Wisconsin,1
2020,jon-dietzen-dietzjo01,Jon Dietzen,PIT,FBS,Wisconsin,1
2021,jon-dietzen-dietzjo01,Jon Dietzen,PIT,NFL,Green Bay,0
2017,liam-dobson-dobsoli01,Liam Dobson,NO,FCS,Maine,1
2018,liam-dobson-dobsoli01,Liam Dobson,NO,FCS,Maine,1
2019,liam-dobson-dobsoli01,Liam Dobson,NO,FCS,Maine,1
2021,liam-dobson-dobsoli01,Liam Dobson,NO,FBS,Texas State,1
2016,jalen-allen-allenja11,Jalen Allen,NO,NJCAA,Hutchinson CC (KS),0
2017,jalen-allen-allenja11,Jalen Allen,NO,FBS,Charlotte,1
2018,jalen-allen-allenja11,Jalen Allen,NO,FBS,Charlotte,1
2019,jalen-allen-allenja11,Jalen Allen,NO,FBS,Charlotte,1
2021,jalen-allen-allenja11,Jalen Allen,NO,TSL,Linemen,1
2016,tj-carter-cartetj01,T.J. Carter,MI,FBS,Kentucky,1
2017,tj-carter-cartetj01,T.J. Carter,MI,FBS,Kentucky,1
2018,tj-carter-cartetj01,T.J. Carter,MI,FBS,Kentucky,1
2019,tj-carter-cartetj01,T.J. Carter,MI,FBS,Kentucky,1
2020,tj-carter-cartetj01,T.J. Carter,MI,NFL,New Orleans,0
2020,tj-carter-cartetj01,T.J. Carter,MI,NFL,Arizona,0
2021,tj-carter-cartetj01,T.J. Carter,MI,NFL,Pittsburgh,0
2015,daylon-mack-mackda01,Daylon Mack,TB,FBS,Texas A&M,1
2016,daylon-mack-mackda01,Daylon Mack,TB,FBS,Texas A&M,1
2017,daylon-mack-mackda01,Daylon Mack,TB,FBS,Texas A&M,1
2018,daylon-mack-mackda01,Daylon Mack,TB,FBS,Texas A&M,1
2019,daylon-mack-mackda01,Daylon Mack,TB,NFL,Baltimore,1
2020,daylon-mack-mackda01,Daylon Mack,TB,NFL,Arizona,0
2020,daylon-mack-mackda01,Daylon Mack,TB,NFL,Green Bay,0
2020,daylon-mack-mackda01,Daylon Mack,TB,NFL,NY Giants,0
2020,daylon-mack-mackda01,Daylon Mack,TB,NFL,Detroit,0
2020,daylon-mack-mackda01,Daylon Mack,TB,NFL,Baltimore,0
2021,daylon-mack-mackda01,Daylon Mack,TB,NFL,Tennessee,0
2015,michael-barnett-barnemi06,Michael Barnett,PHI,FBS,Georgia,1
2016,michael-barnett-barnemi06,Michael Barnett,PHI,FBS,Georgia,0
2017,michael-barnett-barnemi06,Michael Barnett,PHI,FBS,Georgia,1
2018,michael-barnett-barnemi06,Michael Barnett,PHI,FBS,Georgia,1
2019,michael-barnett-barnemi06,Michael Barnett,PHI,FBS,Georgia,1
2020,michael-barnett-barnemi06,Michael Barnett,PHI,NFL,New England,0
2021,michael-barnett-barnemi06,Michael Barnett,PHI,NFL,Detroit,0
2021,michael-barnett-barnemi06,Michael Barnett,PHI,NFL,New England,0
2012,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,FBS,Washington State,1
2013,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,FBS,Washington State,1
2014,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,FBS,Washington State,1
2015,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,FBS,Washington State,1
2016,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,NFL,Philadelphia,1
2017,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,NFL,Philadelphia,1
2018,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,NFL,NY Jets,0
2018,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,NFL,Philadelphia,1
2019,destiny-vaeao-vaeaode01,Destiny Vaeao,NJ,NFL,Carolina,0
2014,cory-thomas-thomaco03,Cory Thomas,HOU,FBS,Mississippi State,0
2015,cory-thomas-thomaco03,Cory Thomas,HOU,FBS,Mississippi State,1
2016,cory-thomas-thomaco03,Cory Thomas,HOU,FBS,Mississippi State,1
2017,cory-thomas-thomaco03,Cory Thomas,HOU,FBS,Mississippi State,1
2018,cory-thomas-thomaco03,Cory Thomas,HOU,FBS,Mississippi State,1
2019,cory-thomas-thomaco03,Cory Thomas,HOU,NFL,Miami,0
2020,cory-thomas-thomaco03,Cory Thomas,HOU,CFL,Saskatchewan,0
2021,cory-thomas-thomaco03,Cory Thomas,HOU,CFL,Saskatchewan,0
2014,willie-yarbary-yarbawi01,Willie Yarbary,BIR,FBS,Wake Forest,0
2015,willie-yarbary-yarbawi01,Willie Yarbary,BIR,FBS,Wake Forest,1
2016,willie-yarbary-yarbawi01,Willie Yarbary,BIR,FBS,Wake Forest,1
2017,willie-yarbary-yarbawi01,Willie Yarbary,BIR,FBS,Wake Forest,1
2018,willie-yarbary-yarbawi01,Willie Yarbary,BIR,FBS,Wake Forest,1
2019,willie-yarbary-yarbawi01,Willie Yarbary,BIR,CFL,Toronto,0
2021,willie-yarbary-yarbawi01,Willie Yarbary,BIR,NFL,LA Chargers,0
2015,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,FBS,Wisconsin,1
2016,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,FBS,Wisconsin,1
2017,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,FBS,Wisconsin,1
2018,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,FBS,Wisconsin,1
2019,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,NFL,Detroit,0
2019,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,NFL,Green Bay,0
2020,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,NFL,Detroit,0
2021,olive-sagapolu-sagapol01,Olive Sagapolu,PIT,NFL,Atlanta,0
2013,shakir-soto-sotosh01,Shakir Soto,NO,FBS,Pittsburgh,1
2014,shakir-soto-sotosh01,Shakir Soto,NO,FBS,Pittsburgh,1
2015,shakir-soto-sotosh01,Shakir Soto,NO,FBS,Pittsburgh,1
2016,shakir-soto-sotosh01,Shakir Soto,NO,FBS,Pittsburgh,1
2017,shakir-soto-sotosh01,Shakir Soto,NO,NFL,Las Vegas,0
2017,shakir-soto-sotosh01,Shakir Soto,NO,NFL,Denver,0
2018,shakir-soto-sotosh01,Shakir Soto,NO,NFL,Las Vegas,0
2019,shakir-soto-sotosh01,Shakir Soto,NO,NFL,Seattle,0
2019,shakir-soto-sotosh01,Shakir Soto,NO,NFL,Dallas,0
2019,shakir-soto-sotosh01,Shakir Soto,NO,AAF,San Diego,1
2020,shakir-soto-sotosh01,Shakir Soto,NO,NFL,Seattle,0
2021,shakir-soto-sotosh01,Shakir Soto,NO,CFL,British Columbia,0
2014,kamilo-tongamoa-tongaka01,Kamilo Tongamoa,NO,CCCAA,Merced JC (CA),1
2016,kamilo-tongamoa-tongaka01,Kamilo Tongamoa,NO,CCCAA,Merced JC (CA),1
2017,kamilo-tongamoa-tongaka01,Kamilo Tongamoa,NO,FBS,Iowa State,1
2018,kamilo-tongamoa-tongaka01,Kamilo Tongamoa,NO,FBS,Iowa State,1
2021,kamilo-tongamoa-tongaka01,Kamilo Tongamoa,NO,TSL,Generals,1
2014,owen-roberts-roberow01,Owen Roberts,PIT,FBS,San Jose State,0
2015,owen-roberts-roberow01,Owen Roberts,PIT,FBS,San Jose State,1
2016,owen-roberts-roberow01,Owen Roberts,PIT,FBS,San Jose State,1
2017,owen-roberts-roberow01,Owen Roberts,PIT,FBS,San Jose State,1
2018,owen-roberts-roberow01,Owen Roberts,PIT,FBS,San Jose State,1
2019,owen-roberts-roberow01,Owen Roberts,PIT,NFL,LA Rams,0
2020,owen-roberts-roberow01,Owen Roberts,PIT,XFL,Los Angeles,1
2013,tomasi-laulile-laulito01,Tomasi Laulile,HOU,FBS,BYU,0
2014,tomasi-laulile-laulito01,Tomasi Laulile,HOU,FBS,BYU,1
2015,tomasi-laulile-laulito01,Tomasi Laulile,HOU,FBS,BYU,1
2016,tomasi-laulile-laulito01,Tomasi Laulile,HOU,FBS,BYU,1
2018,tomasi-laulile-laulito01,Tomasi Laulile,HOU,NFL,New Orleans,0
2018,tomasi-laulile-laulito01,Tomasi Laulile,HOU,NFL,Indianapolis,0
2019,tomasi-laulile-laulito01,Tomasi Laulile,HOU,NFL,New Orleans,0
2020,tomasi-laulile-laulito01,Tomasi Laulile,HOU,XFL,Dallas,1
2021,tomasi-laulile-laulito01,Tomasi Laulile,HOU,TSL,Jousters,1
2012,toby-johnson-johnsto07,Toby Johnson,NJ,NJCAA,Hutchinson CC (KS),1
2013,toby-johnson-johnsto07,Toby Johnson,NJ,FBS,Georgia,1
2014,toby-johnson-johnsto07,Toby Johnson,NJ,FBS,Georgia,1
2015,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Minnesota,0
2015,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Chicago,0
2015,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Jacksonville,0
2015,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Tennessee,0
2016,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Minnesota,1
2017,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Detroit,0
2017,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Carolina,0
2017,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Minnesota,0
2018,toby-johnson-johnsto07,Toby Johnson,NJ,NFL,Detroit,0
2020,toby-johnson-johnsto07,Toby Johnson,NJ,XFL,New York,1
2014,chris-nelson-nelsoch03,Chris Nelson,PHI,FBS,Texas,0
2015,chris-nelson-nelsoch03,Chris Nelson,PHI,FBS,Texas,1
2016,chris-nelson-nelsoch03,Chris Nelson,PHI,FBS,Texas,1
2017,chris-nelson-nelsoch03,Chris Nelson,PHI,FBS,Texas,1
2018,chris-nelson-nelsoch03,Chris Nelson,PHI,FBS,Texas,1
2019,chris-nelson-nelsoch03,Chris Nelson,PHI,NFL,Tennessee,0
2019,chris-nelson-nelsoch03,Chris Nelson,PHI,NFL,Pittsburgh,0
2021,chris-nelson-nelsoch03,Chris Nelson,PHI,CFL,Edmonton,1
2016,reggie-howard-howarre03,Reggie Howard,TB,NJCAA,Fort Scott CC (KS),1
2017,reggie-howard-howarre03,Reggie Howard,TB,FBS,Toledo,1
2018,reggie-howard-howarre03,Reggie Howard,TB,FBS,Toledo,1
2019,reggie-howard-howarre03,Reggie Howard,TB,NFL,LA Chargers,0
2020,reggie-howard-howarre03,Reggie Howard,TB,XFL,Los Angeles,1
2021,reggie-howard-howarre03,Reggie Howard,TB,CFL,Edmonton,0
2016,jaquan-bailey-baileja02,JaQuan Bailey,MI,FBS,Iowa State,1
2017,jaquan-bailey-baileja02,JaQuan Bailey,MI,FBS,Iowa State,1
2018,jaquan-bailey-baileja02,JaQuan Bailey,MI,FBS,Iowa State,1
2019,jaquan-bailey-baileja02,JaQuan Bailey,MI,FBS,Iowa State,1
2020,jaquan-bailey-baileja02,JaQuan Bailey,MI,FBS,Iowa State,1
2021,jaquan-bailey-baileja02,JaQuan Bailey,MI,NFL,Philadelphia,0
2013,john-atkins-atkinjo01,John Atkins,TB,FBS,Georgia,0
2014,john-atkins-atkinjo01,John Atkins,TB,FBS,Georgia,1
2015,john-atkins-atkinjo01,John Atkins,TB,FBS,Georgia,1
2016,john-atkins-atkinjo01,John Atkins,TB,FBS,Georgia,1
2017,john-atkins-atkinjo01,John Atkins,TB,FBS,Georgia,1
2018,john-atkins-atkinjo01,John Atkins,TB,NFL,Detroit,1
2018,john-atkins-atkinjo01,John Atkins,TB,NFL,New England,0
2019,john-atkins-atkinjo01,John Atkins,TB,NFL,Detroit,1
2020,john-atkins-atkinjo01,John Atkins,TB,NFL,Detroit,0
2021,john-atkins-atkinjo01,John Atkins,TB,NFL,Atlanta,0
2021,john-atkins-atkinjo01,John Atkins,TB,NFL,Detroit,0
2016,jerome-johnson-johnsje16,Jerome Johnson,PHI,FBS,Indiana,0
2017,jerome-johnson-johnsje16,Jerome Johnson,PHI,FBS,Indiana,1
2018,jerome-johnson-johnsje16,Jerome Johnson,PHI,FBS,Indiana,1
2019,jerome-johnson-johnsje16,Jerome Johnson,PHI,FBS,Indiana,1
2020,jerome-johnson-johnsje16,Jerome Johnson,PHI,FBS,Indiana,1
2021,jerome-johnson-johnsje16,Jerome Johnson,PHI,NFL,Miami,0
2014,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,FBS,Oregon State,0
2015,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,FBS,Oregon State,1
2016,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,FBS,Oregon State,1
2017,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,FBS,Oregon State,1
2018,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,FBS,Oregon State,1
2019,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,NFL,Jacksonville,0
2020,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,XFL,DC Defenders,1
2021,kalani-vakameilalo-vakamka01,Kalani Vakameilalo,NJ,TSL,Aviators,1
2020,domenique-davis-davisdo11,Domenique Davis,HOU,NFL,NY Jets,0
2021,domenique-davis-davisdo11,Domenique Davis,HOU,TSL,Jousters,1
2013,connor-christian-chrisco02,Connor Christian,NO,FCS,Savannah State,0
2014,connor-christian-chrisco02,Connor Christian,NO,FCS,Savannah State,1
2015,connor-christian-chrisco02,Connor Christian,NO,FCS,Savannah State,1
2016,connor-christian-chrisco02,Connor Christian,NO,FCS,Savannah State,0
2017,connor-christian-chrisco02,Connor Christian,NO,FCS,Jacksonville State,1
2018,connor-christian-chrisco02,Connor Christian,NO,FCS,Jacksonville State,1
2021,connor-christian-chrisco02,Connor Christian,NO,TSL,Linemen,1
2018,chris-okoye-okoyech02,Chris Okoye,NO,NFL,Cincinnati,0
2021,chris-okoye-okoyech02,Chris Okoye,NO,NFL,LA Chargers,0
2016,bj-emmons-emmonbj01,B.J. Emmons,TB,FBS,Alabama,1
2017,bj-emmons-emmonbj01,B.J. Emmons,TB,NJCAA,Hutchinson CC (KS),1
2017,bj-emmons-emmonbj01,B.J. Emmons,TB,FBS,Alabama,0
2019,bj-emmons-emmonbj01,B.J. Emmons,TB,FBS,Florida Atlantic,1
2020,bj-emmons-emmonbj01,B.J. Emmons,TB,FBS,Florida Atlantic,1
2021,bj-emmons-emmonbj01,B.J. Emmons,TB,NFL,Jacksonville,0
2021,bj-emmons-emmonbj01,B.J. Emmons,TB,NFL,Seattle,0
2021,bj-emmons-emmonbj01,B.J. Emmons,TB,NFL,Las Vegas,0
2015,darnell-holland-hollada02,Darnell Holland,PHI,FCS,Kennesaw State,1
2016,darnell-holland-hollada02,Darnell Holland,PHI,FCS,Kennesaw State,1
2017,darnell-holland-hollada02,Darnell Holland,PHI,FCS,Kennesaw State,1
2018,darnell-holland-hollada02,Darnell Holland,PHI,FCS,Kennesaw State,1
2019,darnell-holland-hollada02,Darnell Holland,PHI,NFL,New Orleans,0
2020,darnell-holland-hollada02,Darnell Holland,PHI,XFL,Dallas,0
2021,darnell-holland-hollada02,Darnell Holland,PHI,TSL,Generals,1
2015,mike-weber-webermi01,Mike Weber,NJ,FBS,Ohio State,0
2016,mike-weber-webermi01,Mike Weber,NJ,FBS,Ohio State,1
2017,mike-weber-webermi01,Mike Weber,NJ,FBS,Ohio State,1
2018,mike-weber-webermi01,Mike Weber,NJ,FBS,Ohio State,1
2019,mike-weber-webermi01,Mike Weber,NJ,NFL,Kansas City,0
2019,mike-weber-webermi01,Mike Weber,NJ,NFL,Dallas,0
2020,mike-weber-webermi01,Mike Weber,NJ,NFL,Green Bay,0
2020,mike-weber-webermi01,Mike Weber,NJ,NFL,Kansas City,0
2021,mike-weber-webermi01,Mike Weber,NJ,NFL,NY Giants,0
2021,mike-weber-webermi01,Mike Weber,NJ,NFL,Green Bay,0
